,accuracy,attack,attack_time,epsilon,iteration,loss
0,0.9875000119209291,no attack,0.0,0.30000000000000004,None,0.043059093183767
1,0.08659999817609701,ProjectedGradientDescent,76.38270998001099,0.30000000000000004,None,5.386553124237061
