,accuracy,attack,attack_time,epsilon,iteration,loss
0,0.789499998092651,no attack,0.0,0.1,None,0.647334027481079
1,0.038800001144409006,ProjectedGradientDescent,675.7548129558563,0.1,None,35.29352117919922
