,attack,accuracy,loss,attack_time
0,MomentumIterativeMethod,0.09269999712705601,9.61143680114746,53.580769777297974
1,MadryEtAl,0.06849999725818601,12.184943614196778,53.068865060806274
2,BasicIterativeMethod,0.070299997925758,14.372136480712891,53.0767183303833
3,ProjectedGradientDescent,0.06840000301599501,12.217894227600098,54.56422805786133
4,FastGradientMethod,0.15090000629425002,2.641806679916381,5.482558012008667
5,AdvGAN,0.10120000529425102,7.848866679916381,2.569878012008667
6,None,0.9886000156402588,0.040568183930319995,0
